Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions
82,47,75,58,62,52,62,45,66,33,25,58,61,71,60,29,60,49,61,66,61,36,61,86,82,62,72,56,26,RWB
82,47,75,58,62,52,62,45,66,33,25,58,61,71,60,29,60,49,61,66,61,36,61,86,82,62,72,56,26,RB
79,60,75,70,70,58,65,65,69,67,56,48,46,64,65,67,35,48,49,65,69,70,32,78,64,32,58,66,54,LM
79,60,75,70,70,58,65,65,69,67,56,48,46,64,65,67,35,48,49,65,69,70,32,78,64,32,58,66,54,RM
79,60,75,70,70,58,65,65,69,67,56,48,46,64,65,67,35,48,49,65,69,70,32,78,64,32,58,66,54,CAM
75,76,71,69,60,68,69,67,64,33,55,70,72,75,61,58,76,36,72,75,65,72,78,77,86,76,72,60,41,RB
80,75,89,77,59,65,56,50,67,71,49,66,24,71,50,70,18,70,61,70,51,73,23,84,78,18,69,54,64,ST
69,73,71,78,66,71,45,51,63,28,49,49,72,71,63,43,61,48,40,58,66,56,62,72,69,66,64,59,40,CDM
72,57,73,91,65,64,68,64,67,62,66,44,21,83,64,66,26,60,64,57,64,63,18,74,77,22,70,68,59,CAM
72,57,73,91,65,64,68,64,67,62,66,44,21,83,64,66,26,60,64,57,64,63,18,74,77,22,70,68,59,LM
87,65,81,78,64,68,75,67,65,58,44,55,52,63,63,66,46,47,62,58,68,68,43,85,72,46,39,70,45,RW
87,65,81,78,64,68,75,67,65,58,44,55,52,63,63,66,46,47,62,58,68,68,43,85,72,46,39,70,45,ST
87,65,81,78,64,68,75,67,65,58,44,55,52,63,63,66,46,47,62,58,68,68,43,85,72,46,39,70,45,RM
85,71,74,78,69,72,66,61,72,64,54,61,24,79,59,61,25,65,66,66,65,83,37,92,86,40,65,64,56,RM
85,71,74,78,69,72,66,61,72,64,54,61,24,79,59,61,25,65,66,66,65,83,37,92,86,40,65,64,56,ST
85,71,74,78,69,72,66,61,72,64,54,61,24,79,59,61,25,65,66,66,65,83,37,92,86,40,65,64,56,LM
67,59,68,67,73,84,72,68,71,73,71,80,37,78,58,69,28,70,83,68,73,71,33,68,75,35,71,75,69,ST
71,56,69,67,81,51,56,62,80,63,60,61,47,55,58,59,52,53,59,58,63,62,55,69,63,54,67,62,50,CAM
71,56,69,67,81,51,56,62,80,63,60,61,47,55,58,59,52,53,59,58,63,62,55,69,63,54,67,62,50,RM
76,37,62,62,61,54,47,45,63,66,27,62,36,69,56,54,42,63,60,52,62,64,42,68,60,48,68,52,49,ST
91,71,89,81,61,47,56,46,70,46,35,49,62,70,57,48,63,36,56,61,67,53,70,90,83,71,57,40,33,RB
62,63,71,72,63,72,73,71,65,44,76,56,74,62,70,67,68,52,54,73,76,68,68,65,73,69,65,69,64,CB
62,63,71,72,63,72,73,71,65,44,76,56,74,62,70,67,68,52,54,73,76,68,68,65,73,69,65,69,64,CDM
87,75,75,74,74,72,73,73,75,59,56,67,76,73,69,65,70,51,67,72,74,69,74,86,80,73,76,70,57,LB
71,43,77,67,73,67,65,64,76,70,53,53,36,58,71,68,22,57,66,68,75,65,29,75,74,28,68,76,62,ST
71,43,77,67,73,67,65,64,76,70,53,53,36,58,71,68,22,57,66,68,75,65,29,75,74,28,68,76,62,CAM
67,62,63,71,61,53,52,47,57,44,37,56,57,72,62,45,48,46,44,53,62,54,57,63,76,62,74,47,36,CDM
67,62,63,71,61,53,52,47,57,44,37,56,57,72,62,45,48,46,44,53,62,54,57,63,76,62,74,47,36,CM
67,62,63,71,61,53,52,47,57,44,37,56,57,72,62,45,48,46,44,53,62,54,57,63,76,62,74,47,36,CB
54,59,55,45,63,63,62,43,57,36,33,71,66,77,61,46,70,40,40,66,66,42,66,65,72,68,68,54,35,RB
54,59,55,45,63,63,62,43,57,36,33,71,66,77,61,46,70,40,40,66,66,42,66,65,72,68,68,54,35,CB
42,76,68,64,59,61,56,56,61,47,46,45,29,54,60,44,35,47,57,43,65,55,34,53,66,40,69,62,37,CAM
60,69,56,71,58,56,48,40,55,36,40,58,71,73,57,33,56,49,42,64,65,60,66,52,82,65,61,59,34,CM
60,69,56,71,58,56,48,40,55,36,40,58,71,73,57,33,56,49,42,64,65,60,66,52,82,65,61,59,34,CDM
69,36,65,45,63,59,51,45,62,65,47,65,14,72,55,60,20,54,59,55,61,64,20,76,65,23,82,46,60,ST
70,61,59,73,60,47,47,45,57,40,40,50,56,58,66,43,38,42,59,58,62,66,52,69,62,51,56,48,42,CM
68,69,72,62,58,61,58,48,46,20,17,42,62,53,60,24,64,47,55,74,62,37,62,63,72,56,57,46,35,CB
68,69,72,62,58,61,58,48,46,20,17,42,62,53,60,24,64,47,55,74,62,37,62,63,72,56,57,46,35,RB
85,58,84,76,63,68,60,59,71,54,34,32,23,77,49,60,14,40,59,64,59,71,16,80,62,32,62,60,47,LM
63,73,66,70,67,60,46,70,60,52,56,58,68,76,60,65,62,57,52,63,65,69,69,68,76,70,66,58,54,CDM
63,52,43,72,66,73,58,59,75,71,53,75,23,58,42,77,22,75,56,63,61,71,30,65,47,33,69,60,64,ST
63,38,68,66,73,68,42,67,69,42,60,40,45,62,72,56,45,45,50,66,73,53,38,52,67,40,73,69,45,CM
63,38,68,66,73,68,42,67,69,42,60,40,45,62,72,56,45,45,50,66,73,53,38,52,67,40,73,69,45,CAM
57,73,57,68,59,60,59,61,51,30,53,42,47,51,65,44,46,36,42,51,64,57,50,55,53,48,69,64,30,CDM
57,73,57,68,59,60,59,61,51,30,53,42,47,51,65,44,46,36,42,51,64,57,50,55,53,48,69,64,30,CM
69,48,78,86,71,67,75,75,74,64,56,59,48,58,69,68,59,49,69,71,72,59,46,66,75,49,58,75,59,ST
69,48,78,86,71,67,75,75,74,64,56,59,48,58,69,68,59,49,69,71,72,59,46,66,75,49,58,75,59,RM
69,48,78,86,71,67,75,75,74,64,56,59,48,58,69,68,59,49,69,71,72,59,46,66,75,49,58,75,59,LM
69,48,78,86,71,67,75,75,74,64,56,59,48,58,69,68,59,49,69,71,72,59,46,66,75,49,58,75,59,CAM
73,33,70,61,73,64,71,74,71,68,70,54,25,58,65,76,29,70,66,71,66,80,28,72,77,37,71,70,71,CM
73,33,70,61,73,64,71,74,71,68,70,54,25,58,65,76,29,70,66,71,66,80,28,72,77,37,71,70,71,CAM
73,33,70,61,73,64,71,74,71,68,70,54,25,58,65,76,29,70,66,71,66,80,28,72,77,37,71,70,71,LM
73,33,70,61,73,64,71,74,71,68,70,54,25,58,65,76,29,70,66,71,66,80,28,72,77,37,71,70,71,RM
79,49,79,76,60,61,49,55,57,59,24,59,27,79,48,57,29,51,67,60,58,59,26,77,73,30,64,58,51,ST
94,50,90,91,67,68,59,58,72,61,44,30,38,61,50,57,44,46,61,63,65,69,30,91,69,46,58,62,57,LM
61,84,68,54,64,57,47,51,56,47,52,64,67,87,64,54,59,57,54,62,65,68,70,69,83,68,79,62,46,CB
61,84,68,54,64,57,47,51,56,47,52,64,67,87,64,54,59,57,54,62,65,68,70,69,83,68,79,62,46,CM
67,48,64,57,63,40,54,47,54,54,47,28,35,60,35,61,35,35,47,61,48,43,33,67,73,36,69,48,64,RM
75,59,81,64,72,69,68,71,68,44,61,40,54,90,63,65,46,56,63,69,65,65,55,83,82,52,81,65,64,LM
75,59,81,64,72,69,68,71,68,44,61,40,54,90,63,65,46,56,63,69,65,65,55,83,82,52,81,65,64,CM
69,47,57,68,61,56,62,55,56,46,61,41,52,69,49,52,43,54,62,72,58,60,40,72,66,55,63,49,39,RWB
69,56,64,68,59,49,50,58,54,34,49,48,45,56,46,40,53,24,35,48,53,52,54,75,70,54,59,42,43,LB
69,56,64,68,59,49,50,58,54,34,49,48,45,56,46,40,53,24,35,48,53,52,54,75,70,54,59,42,43,RB
77,43,77,78,73,70,61,63,71,58,38,39,60,61,68,69,45,62,60,66,65,70,38,75,72,42,49,75,65,RM
77,43,77,78,73,70,61,63,71,58,38,39,60,61,68,69,45,62,60,66,65,70,38,75,72,42,49,75,65,CM
77,43,77,78,73,70,61,63,71,58,38,39,60,61,68,69,45,62,60,66,65,70,38,75,72,42,49,75,65,CAM
63,31,57,65,59,53,35,48,60,65,42,62,15,58,34,58,16,76,55,59,51,61,14,60,56,21,49,57,55,ST
86,43,79,74,69,61,61,58,77,64,46,55,31,69,49,59,28,65,68,68,67,61,33,85,71,35,60,63,55,ST
86,43,79,74,69,61,61,58,77,64,46,55,31,69,49,59,28,65,68,68,67,61,33,85,71,35,60,63,55,CAM
86,43,79,74,69,61,61,58,77,64,46,55,31,69,49,59,28,65,68,68,67,61,33,85,71,35,60,63,55,LM
86,43,79,74,69,61,61,58,77,64,46,55,31,69,49,59,28,65,68,68,67,61,33,85,71,35,60,63,55,RM
68,63,65,70,67,61,49,55,62,46,43,53,59,57,65,48,52,45,58,67,71,59,58,68,73,54,57,65,42,CAM
68,63,65,70,67,61,49,55,62,46,43,53,59,57,65,48,52,45,58,67,71,59,58,68,73,54,57,65,42,CM
68,63,65,70,67,61,49,55,62,46,43,53,59,57,65,48,52,45,58,67,71,59,58,68,73,54,57,65,42,CDM
66,73,44,66,47,39,37,33,48,39,36,50,37,61,51,32,39,45,50,55,59,53,44,65,57,41,70,51,39,CM
63,77,48,55,50,67,51,54,44,33,42,74,67,72,74,45,69,71,40,62,66,72,76,66,46,77,81,42,40,LB
63,77,48,55,50,67,51,54,44,33,42,74,67,72,74,45,69,71,40,62,66,72,76,66,46,77,81,42,40,CB
76,67,71,67,59,78,38,55,51,44,40,68,76,85,56,46,67,49,50,73,66,61,66,68,64,66,74,64,52,CB
85,43,84,68,62,52,61,60,61,56,42,43,47,47,45,49,52,51,55,46,53,62,51,86,68,56,60,50,44,LW
85,43,84,68,62,52,61,60,61,56,42,43,47,47,45,49,52,51,55,46,53,62,51,86,68,56,60,50,44,LB
68,70,64,75,67,65,62,44,66,47,55,50,68,65,65,61,69,43,39,70,68,66,62,70,72,68,60,45,42,CM
68,70,64,75,67,65,62,44,66,47,55,50,68,65,65,61,69,43,39,70,68,66,62,70,72,68,60,45,42,CDM
86,63,85,84,86,79,82,81,88,78,81,54,66,72,71,76,63,68,76,76,82,82,63,84,79,59,69,82,75,LM
68,84,74,77,73,73,62,60,64,45,61,57,77,63,72,64,75,47,63,73,74,77,75,64,73,75,68,68,60,CDM
79,43,72,86,68,72,51,60,69,55,42,42,58,46,50,61,24,50,55,73,62,62,41,69,78,60,55,66,53,CM
79,43,72,86,68,72,51,60,69,55,42,42,58,46,50,61,24,50,55,73,62,62,41,69,78,60,55,66,53,RM
79,40,79,73,67,48,66,57,68,60,59,39,28,69,60,64,45,51,59,61,67,67,45,79,80,57,56,59,58,LW
79,40,79,73,67,48,66,57,68,60,59,39,28,69,60,64,45,51,59,61,67,67,45,79,80,57,56,59,58,RM
79,40,79,73,67,48,66,57,68,60,59,39,28,69,60,64,45,51,59,61,67,67,45,79,80,57,56,59,58,LM
64,38,71,72,55,39,54,62,60,53,59,39,29,51,54,60,28,61,52,52,60,62,29,60,48,33,48,55,55,CM
64,38,71,72,55,39,54,62,60,53,59,39,29,51,54,60,28,61,52,52,60,62,29,60,48,33,48,55,55,CAM
77,72,60,71,71,66,80,71,68,48,77,54,67,48,75,65,66,67,63,67,69,82,61,79,70,74,76,65,56,LB
68,70,64,68,67,58,72,80,65,43,70,66,65,52,63,72,65,43,60,64,67,79,67,69,65,70,74,55,70,LB
61,69,48,45,45,56,33,40,42,27,45,67,69,72,59,44,76,59,31,60,55,60,71,59,72,76,75,35,36,CB
69,60,65,69,54,51,33,44,51,54,47,60,32,71,41,60,22,64,55,54,50,65,22,79,73,21,66,49,51,ST
50,63,57,51,75,64,61,62,73,60,55,69,63,67,73,67,59,59,63,67,76,70,61,65,76,65,72,69,56,CAM
50,63,57,51,75,64,61,62,73,60,55,69,63,67,73,67,59,59,63,67,76,70,61,65,76,65,72,69,56,CM
64,60,62,82,56,48,42,37,48,33,35,41,61,62,50,30,61,39,51,61,58,51,54,69,76,56,42,53,35,CDM
61,54,69,70,66,69,62,62,60,39,55,53,63,60,64,43,69,41,57,61,69,53,68,57,75,67,68,68,35,CM
73,66,73,78,69,58,52,60,66,69,42,67,23,68,43,64,28,74,68,62,59,73,24,68,55,22,55,57,69,ST
63,51,64,57,69,72,47,53,58,71,51,70,14,74,43,57,11,75,76,71,47,69,11,67,67,11,74,49,69,ST
74,42,75,71,71,56,60,61,75,67,40,41,48,56,46,52,36,72,68,65,68,58,42,79,69,55,62,64,55,RM
74,42,75,71,71,56,60,61,75,67,40,41,48,56,46,52,36,72,68,65,68,58,42,79,69,55,62,64,55,RW
77,75,76,79,60,56,55,54,64,47,53,49,69,71,54,53,68,54,53,61,63,68,69,81,68,69,59,50,49,LB
62,79,70,64,60,53,46,43,47,33,30,66,55,77,58,34,65,39,36,58,64,37,64,68,80,68,78,53,21,CB
66,71,55,69,63,54,43,40,58,36,35,60,66,61,62,33,67,42,47,59,64,49,65,62,73,67,77,58,35,CDM
93,75,86,75,69,72,68,70,74,40,28,65,59,70,53,51,67,38,67,70,68,73,71,93,88,71,71,68,60,RB
75,68,87,89,71,70,67,76,69,60,79,54,27,76,70,66,20,68,67,61,72,70,29,70,70,32,41,72,67,RW
75,68,87,89,71,70,67,76,69,60,79,54,27,76,70,66,20,68,67,61,72,70,29,70,70,32,41,72,67,CM
75,68,87,89,71,70,67,76,69,60,79,54,27,76,70,66,20,68,67,61,72,70,29,70,70,32,41,72,67,CAM
79,55,78,79,64,62,53,62,65,64,59,48,35,76,57,63,29,49,65,62,61,67,27,77,71,32,62,61,65,LM
79,55,78,79,64,62,53,62,65,64,59,48,35,76,57,63,29,49,65,62,61,67,27,77,71,32,62,61,65,ST
72,40,76,90,59,60,31,58,55,66,33,58,34,84,44,55,34,63,64,55,54,65,18,68,66,14,68,34,54,ST
52,58,57,64,55,53,49,44,53,42,51,57,49,60,61,39,54,53,37,52,64,43,58,58,46,60,73,61,38,CDM
52,58,57,64,55,53,49,44,53,42,51,57,49,60,61,39,54,53,37,52,64,43,58,58,46,60,73,61,38,CB
77,57,75,65,64,52,62,48,63,47,35,52,62,71,58,55,59,46,55,64,61,59,65,82,74,62,68,41,45,CB
77,57,75,65,64,52,62,48,63,47,35,52,62,71,58,55,59,46,55,64,61,59,65,82,74,62,68,41,45,RB
52,72,61,66,70,56,52,57,65,61,42,82,32,73,45,58,13,58,71,60,66,80,25,69,75,32,87,51,73,ST
62,58,59,64,55,38,39,39,43,25,35,46,46,66,47,33,35,42,49,47,55,48,51,54,64,62,59,48,34,CDM
77,44,73,71,74,61,61,69,73,62,75,52,23,68,60,71,23,47,70,68,59,66,17,78,66,29,55,61,60,CAM
77,44,73,71,74,61,61,69,73,62,75,52,23,68,60,71,23,47,70,68,59,66,17,78,66,29,55,61,60,RM
77,44,73,71,74,61,61,69,73,62,75,52,23,68,60,71,23,47,70,68,59,66,17,78,66,29,55,61,60,LM
45,70,55,50,61,58,53,45,55,53,48,53,65,70,60,55,59,56,56,59,61,58,60,57,84,65,77,60,38,CM
45,70,55,50,61,58,53,45,55,53,48,53,65,70,60,55,59,56,56,59,61,58,60,57,84,65,77,60,38,CDM
83,41,78,75,70,73,65,66,78,61,67,38,39,72,57,67,29,57,57,60,67,66,35,73,61,34,57,67,61,RM
64,52,73,73,73,65,73,73,74,65,71,59,44,72,61,54,47,75,67,63,74,69,42,62,65,43,61,66,62,CF
64,52,73,73,73,65,73,73,74,65,71,59,44,72,61,54,47,75,67,63,74,69,42,62,65,43,61,66,62,CAM
79,28,80,84,70,66,65,64,72,61,61,36,49,57,64,55,37,50,78,66,64,63,23,78,64,32,60,70,49,LM
79,28,80,84,70,66,65,64,72,61,61,36,49,57,64,55,37,50,78,66,64,63,23,78,64,32,60,70,49,RM
79,31,55,78,63,55,31,64,65,66,71,56,15,57,44,55,18,63,68,60,58,69,12,77,70,10,44,47,49,CAM
79,31,55,78,63,55,31,64,65,66,71,56,15,57,44,55,18,63,68,60,58,69,12,77,70,10,44,47,49,ST
83,41,78,76,70,55,63,56,71,64,44,42,29,51,43,66,25,58,65,55,61,74,24,82,62,25,60,57,55,RM
83,41,78,76,70,55,63,56,71,64,44,42,29,51,43,66,25,58,65,55,61,74,24,82,62,25,60,57,55,LM
89,62,79,62,61,60,58,35,64,63,36,55,26,55,50,50,22,70,59,65,56,69,22,90,79,27,71,60,54,LM
89,62,79,62,61,60,58,35,64,63,36,55,26,55,50,50,22,70,59,65,56,69,22,90,79,27,71,60,54,ST
69,80,56,42,79,66,75,63,76,68,65,66,55,62,75,71,63,65,65,79,76,75,60,69,81,64,82,81,65,CM
69,80,56,42,79,66,75,63,76,68,65,66,55,62,75,71,63,65,65,79,76,75,60,69,81,64,82,81,65,CAM
61,47,66,81,55,56,29,33,46,60,34,63,44,66,40,52,24,58,66,51,55,56,25,64,69,27,72,54,55,ST
76,66,66,78,62,48,57,31,55,26,40,52,55,62,53,33,60,43,48,57,61,45,57,78,66,62,58,49,29,RB
81,43,82,76,59,50,55,40,61,42,40,45,50,55,35,43,47,34,52,53,51,45,57,77,66,59,70,47,39,LB
81,43,82,76,59,50,55,40,61,42,40,45,50,55,35,43,47,34,52,53,51,45,57,77,66,59,70,47,39,LWB
65,88,65,62,72,76,61,42,68,46,45,73,83,75,75,71,74,58,51,79,77,80,85,64,77,83,78,68,54,CB
65,88,65,62,72,76,61,42,68,46,45,73,83,75,75,71,74,58,51,79,77,80,85,64,77,83,78,68,54,CM
65,88,65,62,72,76,61,42,68,46,45,73,83,75,75,71,74,58,51,79,77,80,85,64,77,83,78,68,54,CDM
77,77,75,63,79,77,57,69,80,74,67,77,33,78,68,76,12,76,76,75,74,78,19,83,77,23,83,72,70,ST
84,67,72,71,61,52,49,34,60,64,27,54,44,72,40,51,13,55,63,62,56,62,19,86,69,26,73,55,33,ST
58,70,68,62,71,57,55,47,57,36,60,65,71,69,61,43,61,49,50,69,75,46,62,48,76,65,71,53,36,CDM
58,70,68,62,71,57,55,47,57,36,60,65,71,69,61,43,61,49,50,69,75,46,62,48,76,65,71,53,36,CB
63,68,67,71,75,77,45,66,72,80,58,82,38,83,45,76,25,77,83,72,68,83,28,68,73,42,90,65,76,ST
79,49,79,84,71,59,49,58,69,66,60,51,21,81,37,57,18,66,62,67,64,70,15,76,66,12,52,58,68,ST
79,49,79,84,71,59,49,58,69,66,60,51,21,81,37,57,18,66,62,67,64,70,15,76,66,12,52,58,68,LW
66,59,64,69,66,58,58,48,65,49,47,42,68,64,63,52,63,58,48,52,68,49,68,62,74,70,68,55,34,LB
66,59,64,69,66,58,58,48,65,49,47,42,68,64,63,52,63,58,48,52,68,49,68,62,74,70,68,55,34,RB
49,74,58,59,59,62,57,60,48,31,62,71,74,72,65,31,67,59,45,66,67,70,66,52,53,68,80,46,35,CB
68,65,48,52,53,56,56,45,46,37,42,69,71,68,48,43,72,47,47,65,61,50,74,57,70,73,63,39,31,RB
68,65,48,52,53,56,56,45,46,37,42,69,71,68,48,43,72,47,47,65,61,50,74,57,70,73,63,39,31,CB
71,73,74,70,65,66,57,56,64,53,58,62,65,84,61,63,66,59,63,67,66,65,62,70,84,67,63,64,54,CM
71,73,74,70,65,66,57,56,64,53,58,62,65,84,61,63,66,59,63,67,66,65,62,70,84,67,63,64,54,CAM
71,73,74,70,65,66,57,56,64,53,58,62,65,84,61,63,66,59,63,67,66,65,62,70,84,67,63,64,54,CDM
82,75,75,61,74,65,75,63,78,50,58,68,67,62,52,54,71,41,50,64,72,74,78,85,77,74,78,47,62,LB
65,32,65,56,68,62,45,36,70,77,32,73,13,69,47,49,14,69,58,61,62,67,19,66,65,15,73,65,61,ST
59,69,81,62,73,57,71,54,65,44,41,72,75,63,65,67,58,76,48,57,69,66,68,61,72,60,71,52,58,RM
59,69,81,62,73,57,71,54,65,44,41,72,75,63,65,67,58,76,48,57,69,66,68,61,72,60,71,52,58,RB
57,51,51,77,49,39,34,36,42,32,33,49,39,63,54,33,30,36,47,54,52,45,42,61,58,44,46,47,36,CAM
72,68,69,68,69,61,65,72,70,67,63,51,26,55,67,63,39,60,69,56,65,67,29,78,71,32,70,63,65,RM
81,51,75,82,75,75,56,55,77,52,66,31,65,63,74,61,39,60,60,67,73,70,34,77,71,49,57,72,47,LM
81,51,75,82,75,75,56,55,77,52,66,31,65,63,74,61,39,60,60,67,73,70,34,77,71,49,57,72,47,CAM
81,51,75,82,75,75,56,55,77,52,66,31,65,63,74,61,39,60,60,67,73,70,34,77,71,49,57,72,47,CM
68,74,74,65,67,62,58,51,63,48,46,49,62,61,64,52,57,48,59,60,69,53,62,64,79,66,71,63,46,CM
68,53,67,61,60,42,63,55,66,32,33,44,59,55,42,65,55,38,55,65,55,61,52,66,63,62,52,52,22,RB
73,65,64,66,52,57,37,37,55,43,34,49,56,71,54,56,51,44,31,52,56,65,54,77,86,57,69,51,44,CM
65,71,46,62,56,50,51,56,62,39,40,66,67,71,68,44,66,38,34,57,73,64,63,69,73,67,72,49,49,CB
88,59,87,85,77,71,66,68,82,65,71,63,40,55,63,64,28,67,61,75,67,65,47,86,87,45,46,69,60,CAM
88,59,87,85,77,71,66,68,82,65,71,63,40,55,63,64,28,67,61,75,67,65,47,86,87,45,46,69,60,LW
82,59,74,69,62,52,60,55,64,47,35,57,60,76,56,39,63,45,57,56,59,57,63,80,75,63,67,54,29,RB
49,73,53,54,66,68,46,56,60,68,46,78,28,84,34,66,34,65,71,62,54,78,17,53,44,34,85,55,72,ST
76,65,54,74,59,60,68,32,55,27,31,57,69,68,57,48,62,39,41,64,59,48,65,73,63,62,58,48,25,RB
66,60,67,57,75,71,57,67,74,71,68,66,37,64,58,70,30,70,65,73,64,73,36,62,65,33,79,66,75,ST
75,44,75,75,63,53,59,51,64,44,42,34,34,78,56,41,16,46,56,47,63,54,24,77,61,26,47,55,33,RM
73,58,74,66,65,62,58,36,72,57,56,63,75,64,66,55,68,49,50,64,64,61,69,76,72,71,65,59,29,LB
73,58,74,66,65,62,58,36,72,57,56,63,75,64,66,55,68,49,50,64,64,61,69,76,72,71,65,59,29,RB
76,45,78,57,69,61,63,71,76,67,66,47,36,54,61,70,32,62,60,55,67,71,21,74,64,29,42,60,66,ST
76,45,78,57,69,61,63,71,76,67,66,47,36,54,61,70,32,62,60,55,67,71,21,74,64,29,42,60,66,RM
69,44,68,68,71,61,69,70,67,60,62,38,42,63,70,66,22,61,65,62,71,61,26,67,70,46,59,70,51,CAM
69,44,68,68,71,61,69,70,67,60,62,38,42,63,70,66,22,61,65,62,71,61,26,67,70,46,59,70,51,CM
74,41,85,92,71,68,55,56,74,66,44,45,41,44,66,62,32,45,58,62,63,72,42,74,75,36,56,72,59,RM
74,41,85,92,71,68,55,56,74,66,44,45,41,44,66,62,32,45,58,62,63,72,42,74,75,36,56,72,59,LM
87,29,85,74,81,74,73,74,81,71,66,42,33,71,69,72,16,68,75,71,77,73,12,80,63,23,62,70,55,ST
87,29,85,74,81,74,73,74,81,71,66,42,33,71,69,72,16,68,75,71,77,73,12,80,63,23,62,70,55,LM
68,73,65,69,62,65,44,41,45,32,35,65,69,79,65,27,73,33,41,64,64,54,72,71,73,74,79,44,34,CB
62,52,76,82,82,82,64,77,77,64,72,39,62,59,68,76,47,66,74,76,83,64,40,57,75,52,50,83,62,CDM
62,52,76,82,82,82,64,77,77,64,72,39,62,59,68,76,47,66,74,76,83,64,40,57,75,52,50,83,62,CM
62,52,76,82,82,82,64,77,77,64,72,39,62,59,68,76,47,66,74,76,83,64,40,57,75,52,50,83,62,CAM
61,81,66,67,73,68,70,59,67,47,49,68,72,71,65,56,75,54,54,66,73,52,77,67,75,79,75,54,49,RB
61,81,66,67,73,68,70,59,67,47,49,68,72,71,65,56,75,54,54,66,73,52,77,67,75,79,75,54,49,CB
65,73,61,73,65,53,62,58,64,60,60,56,39,64,64,62,35,57,65,57,69,63,32,64,75,29,73,65,58,CAM
77,47,77,76,69,70,76,80,69,63,70,37,30,72,70,72,17,63,62,66,66,70,25,76,66,32,61,73,58,RM
54,70,55,52,67,71,54,52,60,55,46,76,62,71,67,50,66,59,62,66,68,62,66,51,73,70,82,60,44,CM
54,70,55,52,67,71,54,52,60,55,46,76,62,71,67,50,66,59,62,66,68,62,66,51,73,70,82,60,44,CDM
53,73,51,50,49,64,57,48,51,41,45,73,72,88,60,56,77,45,30,73,55,51,77,55,55,67,74,40,54,LB
53,73,51,50,49,64,57,48,51,41,45,73,72,88,60,56,77,45,30,73,55,51,77,55,55,67,74,40,54,RB
53,73,51,50,49,64,57,48,51,41,45,73,72,88,60,56,77,45,30,73,55,51,77,55,55,67,74,40,54,CB
84,67,64,60,58,55,52,48,62,48,37,55,58,65,49,48,59,29,50,55,57,57,56,84,88,60,73,35,41,LB
84,67,64,60,58,55,52,48,62,48,37,55,58,65,49,48,59,29,50,55,57,57,56,84,88,60,73,35,41,RB
78,65,79,85,65,59,59,53,72,66,39,59,21,61,39,57,18,67,65,67,59,65,22,84,86,21,71,63,49,RM
75,53,82,80,73,61,69,64,66,72,67,58,53,59,62,71,27,63,63,57,59,77,19,78,80,24,67,63,59,LB
75,53,82,80,73,61,69,64,66,72,67,58,53,59,62,71,27,63,63,57,59,77,19,78,80,24,67,63,59,RM
63,56,66,63,55,81,62,51,52,41,52,67,74,71,71,45,71,61,55,72,72,61,77,66,90,70,67,73,34,CM
63,56,66,63,55,81,62,51,52,41,52,67,74,71,71,45,71,61,55,72,72,61,77,66,90,70,67,73,34,CDM
71,79,57,64,61,58,63,43,48,17,36,70,68,74,53,25,70,35,31,62,64,46,73,67,83,73,79,47,23,CB
71,79,57,64,61,58,63,43,48,17,36,70,68,74,53,25,70,35,31,62,64,46,73,67,83,73,79,47,23,RB
78,34,70,58,55,51,55,50,55,40,33,50,40,51,41,42,40,50,51,49,50,60,50,78,71,51,68,48,48,RB
78,34,70,58,55,51,55,50,55,40,33,50,40,51,41,42,40,50,51,49,50,60,50,78,71,51,68,48,48,RW
89,35,67,61,57,50,57,44,61,57,56,45,40,58,51,52,22,56,57,58,55,59,24,91,84,32,61,57,51,RB
89,35,67,61,57,50,57,44,61,57,56,45,40,58,51,52,22,56,57,58,55,59,24,91,84,32,61,57,51,RWB
89,35,67,61,57,50,57,44,61,57,56,45,40,58,51,52,22,56,57,58,55,59,24,91,84,32,61,57,51,RM
67,77,77,60,72,58,52,54,70,49,51,53,63,76,60,56,57,47,55,62,64,80,62,69,74,61,84,68,45,CM
67,77,77,60,72,58,52,54,70,49,51,53,63,76,60,56,57,47,55,62,64,80,62,69,74,61,84,68,45,CAM
67,77,77,60,72,58,52,54,70,49,51,53,63,76,60,56,57,47,55,62,64,80,62,69,74,61,84,68,45,CDM
82,63,79,73,71,70,77,75,71,55,70,41,64,69,75,59,72,62,65,70,72,69,70,78,92,68,65,71,54,LB
84,49,71,82,68,62,64,59,70,58,52,42,31,49,68,59,42,54,65,72,67,62,45,78,71,42,51,65,61,CM
84,49,71,82,68,62,64,59,70,58,52,42,31,49,68,59,42,54,65,72,67,62,45,78,71,42,51,65,61,LM
57,63,65,41,68,62,39,44,59,62,35,67,23,71,43,61,17,64,64,56,58,75,18,64,72,42,90,60,65,ST
62,40,61,67,54,56,39,46,45,43,44,43,23,59,59,31,34,43,43,48,66,53,40,60,48,38,56,52,36,CM
62,40,61,67,54,56,39,46,45,43,44,43,23,59,59,31,34,43,43,48,66,53,40,60,48,38,56,52,36,RM
62,40,61,67,54,56,39,46,45,43,44,43,23,59,59,31,34,43,43,48,66,53,40,60,48,38,56,52,36,ST
